,0,1
215,変形型の戦闘機が登場するのは人間もウルトラマンと敵との戦いの中に参加できるということを表現したかったので、身近なものが変形するような設定にしました,できる
216,DAIGO：今日はたくさんの方に作品をご覧いただけて、「本当に気分はファンタスティック」です,いただく
217,『恋の罪』の公開記念で『冷たい熱帯魚』が1週間上映されるということだけど、本当にたくさんの人にご覧いただけて嬉しいです,いただく
218,海外ドラマをただ見るのではなく、物語の中に潜むビジネスの知恵を見つけて仕事に役立てようというもの,役立つ
219,東京国際映画祭で、日本に行けるのをとても楽しみにしているわ,行く
220,ヘンリーは、短期間にできる限りのことを学生たちに授けながら、彼らの人生の局面に関わっていく,できる
221,銃の扱い方、感情のコントロール方法とか、“FBIらしさ”を身につけていったんだ,つく
222,僕らもそんなように息の長いアーティストになれるように頑張りたいと思います,なる
223,劇場版『名探偵コナン』に寄り添える楽曲として皆さんに楽しんでいただけたならとても嬉しいです,寄り添う
224,これらの情報発信や、コミュニケーションを効果的に行うことで、ユーザーの映画への期待感を高め、集客に繋げる試みとなっている,繋ぐ
225,宇宙のことをあまり知らなかったのに、よく、この作品に出演できたなと思います（笑）——「宇宙の知識に疎い」ということは、この映画で役を演じるために、かなり勉強されたのではないでしょうか,できる
226,果たして彼はバルスームの救世主になれるのか,なる
227,『Mr.&Mrs.スミス』『ナイト&デイ』に続く、男女共に楽しめるデートムービーの決定版ではないだろうか,楽しむ
228,さらに極めつけは、電動ドリルで額に穴を開ける、など筆舌に尽くしがたい恐ろしい拷問が行われる,開く
229,むしろ、“次はどんな拷問が行われるのか”というドキドキ感はつり橋効果をもたらすので、ギリギリデートに使えます,使う
230,冒頭でストーリーに惹き込まれるように世界に入り込めて、あっという間の2時間15分を夢の中にいさせて頂いたなと感じましたね,入り込む
231,続けて、小雪は「この作品は年齢を問わず、お子さんと一緒に観られる方も、大人でデートとして楽しむ方も、色んな方が現実の世界を忘れて、スコセッシ監督の技法で、魔法の世界に陶酔できると思います,できる
232,ちょっと古い話だが『冬のソナタ』で、10年以上もユジンを愛していたのにイ・ミニョンに奪われてしまうキム・サンヒョクを応援してしまった人は、竹内に共感できることが、間違いないだろう,できる
233,〈怪物と戦う者は、自らが怪物とならないために気をつけなければならない,つく
234,元AV女優・大久保役の片瀬那奈はタイトスカートから美脚を披露しつつ、ウシジマからは男を誘惑するためにブラジャーが透けるように指示され、同僚の柄崎と高田からことあるごとに過去の出演作『悶絶Eカップ美脚ストッキング秘書3』を持ち出され、セクハラを受ける,透く
235,だが、ある日、偶然にできた薬品のせいで、超能力を身につけてしまう,できる
236,だが、ある日、偶然にできた薬品のせいで、超能力を身につけてしまう,つく
237,今後、金持ちに戻れるのか、そして、どんな奇妙な妖怪が出てくるのか気になるところ,戻る
238,MayJ.は「ヤスコは自分に自信が持てなくて、誰も愛せないでいる子なんです,持つ
239,最後の方でしたけど、私もやっと映画『プロメテウス』の仲間になって、みんなと一つになれた気がしました,なる
240,今回は、3D版も登場し、『バイオハザード』の世界観を存分に堪能できそう,できる
241,ホームズが、宿敵・モリアーティ教授へ「私に解けない謎はない」と宣戦布告するシーンが描かれている,解く
242,・【編集部的映画批評】“大きなお友達”から子供の手に戻った仮面ライダー3位につけたのは、『リアル・スティール』,つく
